s_id,lastname,firstname,birthyear,sex,nationality,last_club,pb,results
4255051,VAN DEN ABBEELE,Sanne,1994,F,BEL,Zwemclub Brabo Antwerpen,59.82,t
4615261,VAN RIET,Aline,2001,F,BEL,Zwemclub Brabo Antwerpen,59.83,t
5079228,CUSTERS,Ella,2004,F,BEL,Leuven Aquatics,59.83,t
4073177,ROEGIST,Melissa,1988,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.84,t
4814972,MAES,Rosanne,2001,F,BEL,AART-Lorelei-Zwemvereniging,59.84,t
4051380,DE SMET,Lieselotte,1984,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.85,t
4308049,VLEMINX,Vicky,1997,F,BEL,Zwemclub Beringen-Mijn,59.85,t
4307586,VAN DESSEL,Erika,1998,F,BEL,Entente Des Nageurs Louvierois Natation,59.86,t
4813201,VAN CAUWENBERGHE,Lisa,2003,F,BEL,First (Flanders Inter Regio Sw,59.86,t
4836966,MAHIEU,Hannah,2002,F,BEL,Ursus Zwemklub Zwevegem,59.86,t
5177161,VEKEMANS,Rena,2007,F,BEL,Dendermondse Zwemvereniging Ol,59.86,t
4139941,DELVOIE,Natacha,1995,F,BEL,Liege Natation,59.87,t
4296019,GRANDJEAN,Joan,1996,F,BEL,Pole Swimming Liege,59.87,t
4610298,ROGIERS,Meike,2000,F,BEL,Lokerse Zwemvereniging,59.88,t
4412859,DE BACKER,Nele,2000,F,BEL,Koninklijke Vilvoordse Zwemclu,59.89,t
5338035,VEDERNIKOVA,Marina,2008,F,BEL,Swimming Club Wauterbos Rode,59.89,t
4074296,BAADE,Fanny,1992,F,BEL,Embourg Natation,59.90,t
4063556,STINCKENS,Maud,1987,F,BEL,Belgium,59.91,t
4074827,DEPOUHON,Justine,1989,F,BEL,"Blocry, Ottignies Et Univ.L.L.",59.91,t
4991327,GOIRE,Juliette,2002,F,BEL,Ecole De Natation Waremmienne,59.91,t
5055533,VANDEPOORTE,Pauline,2006,F,BEL,Flemish Ardennes Swimming Team,59.91,t
4139751,MOROZ,Vladlena,1994,F,BEL,Koninklijke Brugse Zwem- & Red,59.92,t
4346899,VERBRUGGEN,Laura,1999,F,BEL,Swimming Club Strombeek-Grimbe,59.93,t
4563582,VAN HYFTE,Isaura,1999,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.93,t
5243709,DELRUE,Anais,2008,F,BEL,Royal Ostend Swimming Club,59.93,t
4842488,DELCOMMUNE,Wiebe,2003,F,BEL,Koninklijke Aarschotse Zwemclub Schoonhoven,1:00.61,t
5089888,VERROKEN,Mirte,2006,F,BEL,"Zwemclub ""de Dolfijnen"" Asse-T",59.94,t
5098394,THEUWIS,Nelle,2006,F,BEL,Zwemvereniging De Meerkoet Bre,59.94,t
4804864,BOMON,Ruby,1993,F,BEL,Koninklijke Zwemclub Neptunus,59.95,t
4702885,MONDONEDO,Sonoma,2000,F,BEL,Swimming Club Wauterbos Rode,59.95,t
4307929,VERCAMMEN,Johanna,1996,F,BEL,Zwemclub Tremelo,59.95,t
4822317,VAN STEEN,Yinthe,2003,F,BEL,Tiense Regio United Swimming Team,59.95,t
5067649,CHABOT,Amelie,2004,F,BEL,Perron,59.97,t
5014704,FEYEN,Lindsay,2005,F,BEL,Zwemclub Brabo Antwerpen,59.97,t
5422850,VANDEVENNE,Liah,2011,F,BEL,De Beringse Tuimelaars,59.97,t
4200198,COP,Karen,1996,F,BEL,Zwemclub Brabo Antwerpen,59.99,t
4913180,NEEF de,Luka,2004,F,BEL,Belgium,59.99,t
5203198,CUSTERS,Klara,2007,F,BEL,Leuven Aquatics,1:00.00,t
5097032,PEETERS,Eva,2005,F,BEL,Shark,1:00.01,t
4074876,TIMMERMANN,Aurelie,1990,F,BEL,Nautic Club Herve,1:00.02,t
4199911,GHEYSEN,Britt,1996,F,BEL,Koninklijke Brugse Zwem- & Red,1:00.02,t
4299614,DE VOS,Kjenta,1996,F,BEL,Temse Schelde Zwemmers,1:00.03,t
4362855,KHIYARA,Ines,1998,F,BEL,Pole Swimming Liege,1:00.03,t
4074697,LONSAIN,Sofie,1988,F,BEL,Zwemclub Tremelo,1:00.04,t
4307130,SCHOEFS,Elise,1998,F,BEL,Leuven Aquatics,1:00.04,t
5002817,BROUX,Elise,2005,F,BEL,Genker Zwemvereniging Neptunus,1:00.04,t
5053040,TOMCSIK,Kira,2004,F,BEL,Tiense Regio United Swimming Team,1:00.05,t
4066246,LAMMENS,Manon,1991,F,BEL,Royal Dauphins Mouscronnois,1:00.06,t
4819747,SNEPPE,Diede,2003,F,BEL,"Zwemclub ""de Dolfijnen"" Asse-T",1:00.06,t
5049340,PEETERS,Elisa,2004,F,BEL,"Blocry, Ottignies Et Univ.L.L.",1:00.06,t
4139783,DE LAET,Charlotte,1993,F,BEL,Zwemclub Brabo Antwerpen,1:00.07,t
4429284,SCHOEMANS,Stephanie,2000,F,BEL,Longchamp Swimming Club Uccle,1:00.07,t
4729516,LOONES,Thuline,2000,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.07,t
4304717,CAVADINI,Virginie,1998,F,BEL,Cercle Royal De Natation De Br,1:00.08,t
5079225,VANASSCHE,Flore,2004,F,BEL,Koninklijke Brugse Zwem- & Red,1:00.08,t
5199469,CHRISTIAENS,Annabel,2006,F,BEL,Koninklijke Kortrijkse Zwemkri,1:00.08,t
4308567,BYNENS,Anne-Lore,1996,F,BEL,Genker Zwemvereniging Neptunus,1:00.09,t
4354344,PONTEUR,Ellen,1999,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.09,t
5317377,REYNIERS,Lise,2009,F,BEL,Swimming Team Waasland,1:00.09,t
4136848,LEJEUNE,Erika,1988,F,BEL,Embourg Natation,1:00.10,t
4805360,KENIS,Gala,1994,F,BEL,Shark,1:00.10,t
4304943,DE BAERE,Marie-Claire,1997,F,BEL,Swimming Team Waasland,1:00.10,t
5105593,MICHAUX,Valentine,2007,F,BEL,Charleroi Helios Aqua Team,1:00.10,t
4833205,VERSTREPEN,Siel,2003,F,BEL,De Beringse Tuimelaars,1:00.10,t
5099222,VAN DEN BROECK,Zita,2005,F,BEL,Zwemclub Tremelo,1:00.11,t
5251380,PUGENGER,Marine,2008,F,BEL,Entente Des Nageurs Louvierois Natation,1:00.11,t
4055685,COX,Elodie,1985,F,BEL,Cercle Royal De Natation De Huy,1:00.12,t
4822292,ROELANDS,Bauke,2000,F,BEL,Zwemclub Brabo Antwerpen,1:00.13,t
4307503,VAN DAMME,Annelies,1997,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.15,t
4139684,BUYS,Magali,1994,F,BEL,Zwemclub Brabo Antwerpen,1:00.15,t
4489299,VAN ACKER,Kay,1995,F,BEL,Shark,1:00.16,t
5185642,LABASSE,Clemence,2007,F,BEL,Ecole Seraing Natation,1:00.17,t
4308698,D'HONDT,Ischara,1998,F,BEL,Bruinvissen Diksmuide,1:00.18,t
4834560,THEUWIS,Rune,2002,F,BEL,Peltse Zwemclub,1:00.18,t
5304740,VERVLOET,Zoe,2010,F,BEL,Genker Zwemvereniging Neptunus,1:00.19,t
4924742,DEMEYERE,Anouk,2002,F,BEL,Ursus Zwemklub Zwevegem,1:00.20,t
5352497,DE BACKER,Birgit,2009,F,BEL,Zwemclub ZIOS Liedekerke,1:00.21,t
4308211,LEUNIS,Kiani,1997,F,BEL,Lokerse Zwemvereniging,1:00.22,t
4308688,DEVILLE,Alexandra,1995,F,BEL,Dilbeekse Zwemvereniging,1:00.22,t
4893109,DE HEYDER,Lot,2002,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.23,t
5199466,CALLEWAERT,Jackie,2008,F,BEL,Iswim,1:00.23,t
4074946,DE RIDDER,Sarah,1990,F,BEL,Dendermondse Zwemvereniging Ol,1:00.24,t
4428570,WILLEMS,Rani,2000,F,BEL,Shark,1:00.24,t
4972754,VAN DEN EYNDE,Britt,2004,F,BEL,Zwemclub Tremelo,1:00.24,t
4303535,DRION,Aurelie,1984,F,BEL,Liege Mosan,1:00.25,t
4074949,VAN DEN EEDE,Caroline,1990,F,BEL,Zwemclub Brabo Antwerpen,1:00.25,t
4617155,HANSENNE,Nona,2001,F,BEL,AART-Lorelei-Zwemvereniging,1:00.25,t
4805350,SELDERSLAGHS,Elke,1993,F,BEL,Swimming Club Strombeek-Grimbe,1:00.26,t
5294351,FATIH,Aya,2007,F,BEL,Zwemclub Brabo Antwerpen,1:00.26,t
5255296,BEHAEGHEL,Janne,2007,F,BEL,Zwemclub Tremelo,1:00.26,t
4346896,DHAENENS,Emma,1999,F,BEL,"Zwemclub ""de Dolfijnen"" Asse-T",1:00.27,t
5283039,DEBECKER,Charlotte,2008,F,BEL,Zwemclub De Dolfijnen Middelke,1:00.27,t
4804360,CHARLIER,Marjorie,1986,F,BEL,Liege Natation,1:00.30,t
4615254,NAEYE,Febe,1997,F,BEL,Royal Ypres Swimming Club,1:00.30,t
5384431,FIERS,Ena,2007,F,BEL,Zwemclub Ter Borcht-Meulebeke,1:00.31,t
4804352,MARIEN,Saartje,1990,F,BEL,Koninklijke Hasseltse Zwemvere,1:00.32,t
4439663,STRAGIER,Evelien,2000,F,BEL,Koninklijke Racing Swimming Cl,1:00.32,t
5351472,HANNOTEAU,Isalyne,2009,F,BEL,Castor Club De Mons,1:00.32,t
4691700,DEPRAETER,Leonie,2000,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.33,t
4812495,DUMONT,Josephine,2002,F,BEL,Embourg Natation,1:00.33,t
5281065,EVENS,Noor,2009,F,BEL,Koninklijke Hasseltse Zwemvere,1:00.33,t
4804902,LEETEN,Veerle,1984,F,BEL,Genker Zwemvereniging Neptunus,1:00.34,t
4277560,KLAYKENS,Amber,2007,F,BEL,Koninklijke Hasseltse Zwemvere,1:00.35,t
4691681,PEETERS,Saar,2001,F,BEL,Shark,1:00.37,t
5105743,DESCAMPS,Eleonore,2004,F,BEL,Tiense Regio United Swimming Team,1:02.54,t
5425464,LAMBRECHTS,Noa,2009,F,BEL,De Beringse Tuimelaars,1:00.36,t
4690208,DE VELDER,Jolien,2001,F,BEL,First (Flanders Inter Regio Sw,1:00.37,t
4883723,MERCENIER,Ombeline,2007,F,BEL,Belgium,1:00.37,t
4074380,KERCKAERT,Rozelien,1991,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.39,t
4246981,LEVEQUE,Justine,1997,F,BEL,Mons Hainaut Natation,1:00.39,t
4805151,CANON,Fanny,1992,F,BEL,Les Cormorans Farciennois,1:00.42,t
4393231,MELIS,Nala,1999,F,BEL,Zwemclub Brabo Antwerpen,1:00.42,t
5156704,WOLF BAYOT,Margaux,2005,F,BEL,Entente Des Nageurs Louvierois Natation,1:00.42,t
5251235,VINCK,Tine,2008,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.42,t
4274351,BOLLEN,Celien,1996,F,BEL,Zwemclub Geel,1:00.43,t
4587749,PANSAERTS,Laure,2000,F,BEL,Cercle De Natation Sportcity W,1:00.43,t
4427717,HERMAN,Lara,2000,F,BEL,Gold Swimming Team,1:00.43,t
4777208,TAECKE,Ine,2002,F,BEL,Flanders Coast Swimmingteam,1:00.45,t
4804324,BLOMME,Stephanie,1988,F,BEL,Flanders Coast Swimmingteam,1:00.46,t
4804357,LIOEN,Karen,1989,F,BEL,Koninklijke Kortrijkse Zwemkri,1:00.47,t
4303758,WILLEMS,Alison,1983,F,BEL,Orca Natation Soignies,1:00.48,t
4347011,VANDEN ABEELE,Syl,1999,F,BEL,Royal Dauphins Mouscronnois,1:00.48,t
5259520,PAVAN,Nahla,2009,F,BEL,Entente Des Nageurs Louvierois Natation,1:00.48,t
4307959,VERHAEGHE,Julie,1995,F,BEL,Zwemclub Kapelle-O/D-Bos,1:00.49,t
4425402,DE MOL,Romy,1998,F,BEL,Zwemvereniging Wetthra Wettere,1:00.49,t
4439693,VAN DER VELPEN,Emma,2000,F,BEL,Leuven Aquatics,1:00.49,t
5001417,LAMOTTE,Eva,2003,F,BEL,Zwemclub Brabo Antwerpen,1:00.49,t
5267313,GOVAERTS,Emma,2006,F,BEL,Liege Natation,1:00.49,t
4305561,FEUILLEN,Caroline,1997,F,BEL,Ecole Seraing Natation,1:00.50,t
4927327,DILLEN,Jans,2003,F,BEL,De Beringse Tuimelaars,1:00.51,t
5366402,CARIS,Marthe,2010,F,BEL,TiMe Swimming Team,1:00.51,t
5263480,DEBOUVRIE,Klara,2007,F,BEL,Cercle Royal De Natation De To,1:00.52,t
4804505,CLEMENT,Kimberley,1991,F,BEL,Charleroi Helios Aqua Team,1:00.53,t
4726679,TRIPIER,Cassandra,2002,F,BEL,Royal Dauphins Mouscronnois,1:00.53,t
4741108,BRISSINCK,Justine,2002,F,BEL,Royal Ostend Swimming Club,1:00.53,t
5139136,PAGANO,Clara,2006,F,BEL,Herstal Natation,1:00.53,t
5337954,ADELMANN,Clara Cenxi,2010,F,BEL,Leuven Aquatics,1:00.53,t
4074695,PEETERS,Raisa,1991,F,BEL,Zwemclub Tremelo,1:00.54,t
4200225,DASBACH,Eline,1996,F,BEL,Zwemclub Brabo Antwerpen,1:00.54,t
4839480,CAMPS,Rozanne,2007,F,BEL,Tiense Regio United Swimming Team,1:00.54,t
5000775,DRUEZ,Lena,2005,F,BEL,Mons Hainaut Natation,1:00.55,t
4287307,KEUPPENS,Ellen,1996,F,BEL,Heistse Zwemclub Arduas,1:00.56,t
4726092,ARNOUT,Fien,2002,F,BEL,Royal Ypres Swimming Club,1:00.57,t
4804665,DE COSTER,Yannicka,1992,F,BEL,Genker Zwemvereniging Neptunus,1:00.58,t
4199820,HALSBERGHE,Gaelle,1994,F,BEL,Gold Swimming Team,1:00.58,t
5152432,VAN POUCKE,Hanne,2004,F,BEL,Koninklijke Brugse Zwem- & Red,1:00.58,t
5325215,COLINET,Manon,2007,F,BEL,Cercle De Natation Sportcity W,1:00.58,t
5199416,DANHIEUX,Liena,2008,F,BEL,Zoro,1:00.58,t
4303505,DE WEERDT,Katrien,1987,F,BEL,Zwemclub Brabo Antwerpen,1:00.59,t
4921108,AVALOS LLERENA,Diana,2004,F,BEL,Tiense Regio United Swimming Team,1:00.59,t
5104807,SEYNAEVE,Marthe,2006,F,BEL,Koninklijke Brugse Zwem- & Red,1:00.59,t
5167240,VAN OSTA,Nomi,2005,F,BEL,Zwemclub Schoten,1:00.59,t
5278494,VANHEES,Ella,2009,F,BEL,De Beringse Tuimelaars,1:00.59,t
4074370,PACQUE,Elien,1989,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.60,t
4309149,VAN VOOREN,Maxime,1995,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.60,t
4633572,CARLU,Axelle,2000,F,BEL,Koninklijke Kortrijkse Zwemkri,1:00.60,t
5046681,LAUWERS,Jitske,2004,F,BEL,Tiense Zwemmers,1:00.60,t
5343791,VAN LAECKE,Lene,2008,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.60,t
4938004,ANTUNES,Lyna,2007,F,BEL,Koninklijke Vilvoordse Zwemclu,1:00.60,t
5113640,VAN BELLINGEN,Lotte,2004,F,BEL,"Molse Zwemclub ""mozka""",1:00.61,t
5169394,CAES,Oone,2007,F,BEL,Zwemclub Tremelo,1:00.61,t
4598505,VAN SUETENDAEL,Sara,2000,F,BEL,Zwemclub Brabo Antwerpen,1:00.64,t
4621067,BUGGENHOUT,Niki,2000,F,BEL,"Blocry, Ottignies Et Univ.L.L.",1:00.64,t
5203772,MARIEN,Flore,2008,F,BEL,Nijlense Zwemclub,1:00.65,t
4427951,GIELEN,Indra,2000,F,BEL,Zwemvereniging De Meerkoet Bre,1:00.66,t
4489430,GHESQUIERE,Romane,2000,F,BEL,Royal Dauphins Mouscronnois,1:00.68,t
4812886,DAEMEN,Emma,2003,F,BEL,Zwemvereniging De Meerkoet Bre,1:00.68,t
5113625,DANIELS,Lise,2003,F,BEL,Zwemclub ZIOS Liedekerke,1:00.68,t
4314018,VAN DEN BROECK,Elena,1998,F,BEL,Zwemclub Kapelle-O/D-Bos,1:00.69,t
5251387,MOURMAUX,Celia,2007,F,BEL,Entente Des Nageurs Louvierois Natation,1:00.69,t
4073176,LAMBAERTS,Manon,1988,F,BEL,Longchamp Swimming Club Uccle,1:00.70,t
4189387,BLONDEEL,Nathalie,1977,F,BEL,Cercle De Natation Sportcity W,1:00.70,t
4804358,LONCKE,Charlotte,1988,F,BEL,Koninklijke Kortrijkse Zwemkri,1:00.71,t
5003043,ROUSSEL,Chloe,2004,F,BEL,Waterloo Natation,1:00.71,t
4139760,KOEKS,Femke,1993,F,BEL,Swimming Club Wauterbos Rode,1:00.72,t
4805311,MOLLE,Emilie,1992,F,BEL,Club De Natation Bastogne,1:00.72,t
5004572,HERMANS,Celia,2004,F,BEL,"Blocry, Ottignies Et Univ.L.L.",1:00.73,t
4969677,BAJOT,Clemence,2011,F,BEL,Liege Natation,1:00.73,t
4620614,VANDERBEKEN,Lies,2001,F,BEL,First (Flanders Inter Regio Sw,1:00.74,t
4074873,HERMAN,Alien,1986,F,BEL,Meense Zwemkring,1:00.75,t
5153680,DAVID,Sarah,2006,F,BEL,Perron,1:00.78,t
4804302,WUYTS,An,1988,F,BEL,Zwemclub Brabo Antwerpen,1:00.79,t
4074826,DELVAUX,Sarah,1992,F,BEL,Liege Natation,1:00.79,t
4139942,MATROULE,Chloe,1995,F,BEL,Liege Natation,1:00.80,t
5004596,WITTEMANS,Mit,2005,F,BEL,Zwemclub Tremelo,1:00.80,t
4813194,PIGEON,Kelly,2003,F,BEL,Koninklijke Vilvoordse Zwemclu,1:00.80,t
4921102,BOGAERTS,Aisha,2004,F,BEL,Swimming Club Zaventem,1:00.81,t
5167238,GEEROMS,Lien,2007,F,BEL,Swimming Club Zaventem,1:00.82,t
4306371,LUST,Lotte,1996,F,BEL,Gold Swimming Team,1:00.83,t
4349590,VAN KEER,Zandalee,1994,F,BEL,Brabant East Swimming Team,1:00.83,t
4794286,COLLE,Noemie,1999,F,BEL,Embourg Natation,1:00.85,t
4996188,CLERBOUT,Fillo,2008,F,BEL,Zwemclub Kapelle-O/D-Bos,1:00.86,t
4805209,DE WIT,Kim,1991,F,BEL,Aalsters Swimming Team,1:00.87,t
4779102,VANDENBROUCKE,Bo,2001,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.87,t
4912856,CORNELIS,Enid,2004,F,BEL,Aquarius Zwemclub Lebbeke,1:00.88,t
5061375,HEIJL,Olivia,2007,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.88,t
4074877,WECKX,Harmony,1991,F,BEL,Nautic Club Herve,1:00.89,t
4074840,CAENEPEEL,Pia,1992,F,BEL,Genker Zwemvereniging Neptunus,1:00.89,t
4308589,COECK,Kimberly,1993,F,BEL,Koninklijke Kortrijkse Zwemkri,1:00.89,t
4305196,DEFRENNE,Blandine,1998,F,BEL,Mons Hainaut Natation,1:00.89,t
4804855,VERHASSELT,Dafne,1988,F,BEL,Zwemclub Kapelle-O/D-Bos,1:00.90,t
4304418,BOUDEN,Amber,1996,F,BEL,"Zwemvereniging ""brasschaatse D",1:00.90,t
4313953,COESSENS,Audrey,1996,F,BEL,Royal Dauphins Mouscronnois,1:00.91,t
4074400,HAYERS,Joanne,1986,F,BEL,Nageurs Reunis Du Brabant Wallon,1:00.92,t
4804810,DECONINCK,Laura,1993,F,BEL,Ursus Zwemklub Zwevegem,1:00.92,t
4804488,DEWULF,Marieke,1989,F,BEL,Koninklijke Brugse Zwem- & Red,1:00.93,t
4804658,PEETERS,Kaat,1990,F,BEL,Geelse Sportvereniging Zwemmen,1:00.93,t
5278517,DE BRABANDER,Claire,2007,F,BEL,Swimming Team Waasland,1:00.95,t
5185847,VINKEN,Amelie,2007,F,BEL,Zwemvereniging De Meerkoet Bre,1:00.95,t
4804282,MANDERVELD,Karlien,1988,F,BEL,Leuven Aquatics,1:00.96,t
5096417,SMEULDERS,Lise,2006,F,BEL,Brabant East Swimming Team,1:00.97,t
4306717,NOYEZ,Michele,1998,F,BEL,Koninklijke Kortrijkse Zwemkri,1:00.98,t
4814966,VAN DYCK,Lise,2003,F,BEL,Kempisch Swimming Team,1:00.98,t
4842030,RIAHI,Sofia,2008,F,BEL,Herstal Natation,1:00.98,t
4070552,LEPOMME,Anne-Sophie,1986,F,BEL,Nivelles Swimming Team,1:00.99,t
4742578,MAKA,Emilie,2002,F,BEL,Ecole Seraing Natation,1:00.99,t
4788302,BEN NAIM,Nisserine,2002,F,BEL,Cercle Royal De Natation De Br,1:00.99,t
4307699,VAN RIET,Tessa,1995,F,BEL,Dendermondse Zwemvereniging Ol,1:01.00,t
4304589,ANSSEAU,Flore,1997,F,BEL,Flipper Natation Club Saint-Ge,1:01.00,t
4349581,VERSCHAEVE,Lotte,1997,F,BEL,Koninklijke Kortrijkse Zwemkri,1:01.00,t
4804311,THILL,Anne-Catherine,1985,F,BEL,Club De Natation Bastogne,1:01.01,t
4682529,STEVENS,Lara,1999,F,BEL,Zwemclub Brabo Antwerpen,1:01.02,t
4406002,DE VRIENDT,Jelka,1999,F,BEL,Zwemclub Brabo Antwerpen,1:01.02,t
4623327,WALRAVENS,Sofie,1999,F,BEL,Swimming Club Strombeek-Grimbe,1:01.03,t
4255112,PRINGELS,Katrijn,1994,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:01.04,t
4722981,MATHY,Leah,2002,F,BEL,Nautic Club Herve,1:01.05,t
4804417,COSYNS,Yana,1993,F,BEL,Zwemclub Brabo Antwerpen,1:01.06,t
4812892,JUVYNS,Leila,2001,F,BEL,Zwemclub Tremelo,1:01.06,t
5243723,GRAHAM,Jil,2006,F,BEL,Leuven Aquatics,1:01.07,t
4041647,BECUE,Brigitte,1972,F,BEL,Belgium,1:01.08,t
4074837,SNEPPE,Anne,1990,F,BEL,Cercle Royal De Natation De Br,1:01.09,t
5015617,VANDENBERGHE,Hannah,2005,F,BEL,Iswim,1:01.09,t
4200144,BERGHMAN,Candy,1988,F,BEL,Swimming Club Strombeek-Grimbe,1:01.11,t
4199923,ZUTTERMAN,Mara Lucia,1993,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:01.11,t
4911098,DERKONINGEN,Flore,2004,F,BEL,Genker Zwemvereniging Neptunus,1:01.11,t
5472773,DE BRUYCKER,Chloe,2011,F,BEL,Torhoutse Zwemklub Thor,1:01.11,t
4200094,MATTHEUS,Emily,1995,F,BEL,Koninklijke Aarschotse Zwemclub Schoonhoven,1:01.12,t
4804411,STINCKENS,Melanie,1990,F,BEL,Belgium,1:01.13,t
4074401,REDAWAY,Julie,1991,F,BEL,Cercle Royal De Natation De Br,1:01.13,t
5099221,MARTELEUR,Yelke,2006,F,BEL,Zwemclub Tremelo,1:01.13,t
5279017,GILLET,Maelle,2009,F,BEL,Liege Mosan,1:01.14,t
5321434,MERTENS,Helena,2009,F,BEL,Shark,1:01.14,t
4246347,DUCOBU,Gaelle,1996,F,BEL,Belgium,1:01.15,t
4429474,TAECKE,Lore,2000,F,BEL,Flanders Coast Swimmingteam,1:01.15,t
4610078,CRIJNS,Riyana,2008,F,BEL,Zwemvereniging De Meerkoet Bre,1:01.15,t
5326489,VLAMIJNCK,Lore,2009,F,BEL,Swimming Team Aalter,1:01.15,t
5648753,GAYTANT,Sterre,2011,F,BEL,Zoro,1:01.15,t
4640000,WASTYN,Heline,1997,F,BEL,Koninklijke Kortrijkse Zwemkri,1:01.16,t
4804677,VERSCHUEREN,Stephanie,1993,F,BEL,Heistse Zwemclub Arduas,1:01.18,t
4074284,LECOUTERE,Katrijn,1988,F,BEL,Brabant East Swimming Team,1:01.18,t
4620682,SCHILLEBEEKX,Jelle,1999,F,BEL,"Molse Zwemclub ""mozka""",1:01.18,t
4929059,RAVELINGIEN,Kato,2003,F,BEL,Zwemclub Brabo Antwerpen,1:01.18,t
4805383,NAESSENS,Nora,1994,F,BEL,Gold Swimming Team,1:01.19,t
4804577,LERINCK,Tania,1990,F,BEL,"Zwemclub ""de Dolfijnen"" Asse-T",1:01.20,t
4309237,WOUTERS,Frone,1985,F,BEL,De Beringse Tuimelaars,1:01.20,t
4731920,NAERT,Margaux,2002,F,BEL,Swimming Team Aalter,1:01.20,t
5251253,DRIES,Sien,2007,F,BEL,Zwemclub Geel,1:01.20,t
4804574,SCHROYEN,Sandra,1990,F,BEL,De Beringse Tuimelaars,1:01.21,t
4688850,MIES,Alexia,2001,F,BEL,Waterloo Natation,1:01.21,t
5509305,PETRE,Victoria,2008,F,BEL,Entente Des Nageurs Louvierois Natation,1:01.21,t
4074813,ANDRIEN,Claire,1992,F,BEL,Ecole Seraing Natation,1:01.22,t
4441043,N'DEMBA,Bibiane,1999,F,BEL,Ecole Seraing Natation,1:01.22,t
5472786,LAMMENS,Mary,2011,F,BEL,Torhoutse Zwemklub Thor,1:01.22,t
5349299,VERTESSEN,Fran,2009,F,BEL,De Beringse Tuimelaars,1:01.22,t
4200074,VERSCHUERE,Harmony,1993,F,BEL,Cercle De Natation Sportcity W,1:01.23,t
4804701,SCHAUBROECK,Febe,1992,F,BEL,Koninklijke Kortrijkse Zwemkri,1:01.23,t
4805291,MAES,Silvy,1994,F,BEL,"Lommelse Zwemvereniging ""de Lo",1:01.23,t
4805339,STALMANS,Lore,1993,F,BEL,Peltse Zwemclub,1:01.23,t
4308960,POFFYN,Elien,1996,F,BEL,First (Flanders Inter Regio Sw,1:01.23,t
4306283,LEYMAN,Merel,1998,F,BEL,"Zwemclub ""de Dolfijnen"" Asse-T",1:01.23,t
4812373,DUNCA,Mara,2001,F,BEL,Cercle De Natation Sportcity W,1:01.23,t
5002819,HUYS,Jorinde,2005,F,BEL,Genker Zwemvereniging Neptunus,1:01.23,t
4066222,CARMOY,Anouk,1987,F,BEL,Royal Dauphins Mouscronnois,1:01.24,t
5125552,MARTELE,Sara,2007,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:01.24,t
4309161,VANDER SANDE,Kato,1995,F,BEL,Zwemclub Tremelo,1:01.25,t
4805202,VERFAILLIE,Gaelle,1994,F,BEL,Royal Dauphins Mouscronnois,1:01.25,t
5003032,GARRAUX,Eva,2003,F,BEL,Perron,1:01.25,t
4085516,YERNA,Muriel,1988,F,BEL,Embourg Natation,1:01.26,t
4074364,SCHOUTTEET,Annelies,1990,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:01.26,t
4074690,SCHREURS,Katrijn,1990,F,BEL,Zwemclub Tremelo,1:01.27,t
4804736,DE MUYNCK,Delphine,1988,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:01.29,t
4605667,SMEYERS,Britt,2001,F,BEL,Tiense Zwemmers,1:01.30,t
5435661,VAN EYGEN,Jozefien,2006,F,BEL,Koninklijke Kortrijkse Zwemkri,1:01.30,t
4805154,DOUCHAMPS,Annael,1992,F,BEL,Entente Des Nageurs Louvierois Natation,1:01.31,t
5046682,DESMET,Lieze,2010,F,BEL,Torhoutse Zwemklub Thor,1:01.31,t
4929126,BORRE,Chloe,2005,F,BEL,Perron,1:01.32,t
5097003,VERHELLE,Maegen,2005,F,BEL,Koninklijke Kortrijkse Zwemkri,1:01.32,t
4074404,CANZITTU,Latoya,1988,F,BEL,Nageurs Reunis Du Brabant Wallon,1:01.33,t
4804655,BOECKX,Lore,1991,F,BEL,Geelse Sportvereniging Zwemmen,1:01.33,t
4805372,SCHOLLAERT,Katrien,1989,F,BEL,Swimming Team Tienen,1:01.33,t
4407722,SCHELLEMANS,Ina,1997,F,BEL,Zwemclub Kapelle-O/D-Bos,1:01.33,t
4295827,DE VET,Hanne,1998,F,BEL,Arvicola Zwemclub Kalmthout,1:01.33,t
